Percent Bachelors,County,State,Year
14.9,Pueblo County,Colorado,2014
16.5,Weld County,Colorado,2014
26.5,Fairfield County,Connecticut,2014
22.2,Hartford County,Connecticut,2014
18.5,Litchfield County,Connecticut,2014
21.9,Middlesex County,Connecticut,2014
19.8,New Haven County,Connecticut,2014
16.5,New London County,Connecticut,2014
19.9,Tolland County,Connecticut,2014
12.2,Windham County,Connecticut,2014
13.2,Kent County,Delaware,2014
20.7,New Castle County,Delaware,2014
13.5,Sussex County,Delaware,2014
25.0,District of Columbia,District of Columbia,2014
20.8,Alachua County,Florida,2014
14.6,Bay County,Florida,2014
17.6,Brevard County,Florida,2014
20.4,Broward County,Florida,2014
13.9,Charlotte County,Florida,2014
12.3,Citrus County,Florida,2014
16.3,Clay County,Florida,2014
21.4,Collier County,Florida,2014
10.3,Columbia County,Florida,2014
17.1,Duval County,Florida,2014
18.5,Escambia County,Florida,2014
13.9,Flagler County,Florida,2014
12.5,Hernando County,Florida,2014
10.9,Highlands County,Florida,2014
19.1,Hillsborough County,Florida,2014
16.7,Indian River County,Florida,2014
13.7,Lake County,Florida,2014
17.8,Lee County,Florida,2014
26.1,Leon County,Florida,2014
18.0,Manatee County,Florida,2014
13.6,Marion County,Florida,2014
20.3,Martin County,Florida,2014
16.4,Miami-Dade County,Florida,2014
18.2,Monroe County,Florida,2014
19.2,Nassau County,Florida,2014
17.7,Okaloosa County,Florida,2014
19.8,Orange County,Florida,2014
12.4,Osceola County,Florida,2014
21.4,Palm Beach County,Florida,2014
14.7,Pasco County,Florida,2014
19.9,Pinellas County,Florida,2014
12.8,Polk County,Florida,2014
6.9,Putnam County,Florida,2014
27.8,St. Johns County,Florida,2014
9.9,St. Lucie County,Florida,2014
19.1,Santa Rosa County,Florida,2014
22.5,Sarasota County,Florida,2014
24.8,Seminole County,Florida,2014
17.9,Sumter County,Florida,2014
14.6,Volusia County,Florida,2014
10.4,Barrow County,Georgia,2014
15.9,Bartow County,Georgia,2014
13.2,Bibb County,Georgia,2014
19.2,Bulloch County,Georgia,2014
10.8,Carroll County,Georgia,2014
13.5,Catoosa County,Georgia,2014
19.8,Chatham County,Georgia,2014
22.1,Cherokee County,Georgia,2014
21.7,Columbia County,Georgia,2014
18.2,Clarke County,Georgia,2014
11.1,Clayton County,Georgia,2014
29.8,Cobb County,Georgia,2014
18.5,Coweta County,Georgia,2014
23.8,DeKalb County,Georgia,2014
11.1,Dougherty County,Georgia,2014
12.9,Douglas County,Georgia,2014
28.2,Fayette County,Georgia,2014
11.3,Floyd County,Georgia,2014
31.9,Forsyth County,Georgia,2014
30.2,Fulton County,Georgia,2014
14.9,Glynn County,Georgia,2014
24.3,Gwinnett County,Georgia,2014
15.3,Hall County,Georgia,2014
20.2,Henry County,Georgia,2014
17.5,Houston County,Georgia,2014
13.8,Liberty County,Georgia,2014
14.9,Lowndes County,Georgia,2014
16.3,Muscogee County,Georgia,2014
9.1,Newton County,Georgia,2014
17.8,Paulding County,Georgia,2014
11.8,Richmond County,Georgia,2014
18.4,Rockdale County,Georgia,2014
9.6,Troup County,Georgia,2014
9.4,Walker County,Georgia,2014
11.1,Walton County,Georgia,2014
10.1,Whitfield County,Georgia,2014
15.6,Hawaii County,Hawaii,2014
20.8,Honolulu County,Hawaii,2014
18.7,Kauai County,Hawaii,2014
17.1,Maui County,Hawaii,2014
23.6,Ada County,Idaho,2014
13.1,Bannock County,Idaho,2014
19.1,Bonneville County,Idaho,2014
11.1,Canyon County,Idaho,2014
17.0,Kootenai County,Idaho,2014
11.0,Twin Falls County,Idaho,2014
13.0,Adams County,Illinois,2014
22.7,Champaign County,Illinois,2014
21.8,Cook County,Illinois,2014
20.1,DeKalb County,Illinois,2014
28.7,DuPage County,Illinois,2014
22.9,Kane County,Illinois,2014
12.7,Kankakee County,Illinois,2014
24.1,Kendall County,Illinois,2014
25.4,Lake County,Illinois,2014
9.5,LaSalle County,Illinois,2014
21.1,McHenry County,Illinois,2014
29.5,McLean County,Illinois,2014
15.8,Macon County,Illinois,2014
17.8,Madison County,Illinois,2014
20.1,Peoria County,Illinois,2014
15.5,Rock Island County,Illinois,2014
14.8,St. Clair County,Illinois,2014
21.4,Sangamon County,Illinois,2014
20.4,Tazewell County,Illinois,2014
9.5,Vermilion County,Illinois,2014
19.2,Will County,Illinois,2014
14.8,Williamson County,Illinois,2014
13.9,Winnebago County,Illinois,2014
17.3,Allen County,Indiana,2014
20.5,Bartholomew County,Indiana,2014
14.4,Clark County,Indiana,2014
12.4,Delaware County,Indiana,2014
12.7,Elkhart County,Indiana,2014
17.2,Floyd County,Indiana,2014
11.3,Grant County,Indiana,2014
36.8,Hamilton County,Indiana,2014
20.7,Hancock County,Indiana,2014
21.0,Hendricks County,Indiana,2014
11.7,Howard County,Indiana,2014
20.6,Johnson County,Indiana,2014
13.8,Kosciusko County,Indiana,2014
14.1,Lake County,Indiana,2014
9.9,LaPorte County,Indiana,2014
9.9,Madison County,Indiana,2014
19.0,Marion County,Indiana,2014
21.2,Monroe County,Indiana,2014
10.5,Morgan County,Indiana,2014
14.9,Porter County,Indiana,2014
17.1,St. Joseph County,Indiana,2014
18.5,Tippecanoe County,Indiana,2014
17.0,Vanderburgh County,Indiana,2014
13.3,Vigo County,Indiana,2014
13.4,Wayne County,Indiana,2014
20.0,Black Hawk County,Iowa,2014
33.1,Dallas County,Iowa,2014
18.1,Dubuque County,Iowa,2014
25.8,Johnson County,Iowa,2014
22.2,Linn County,Iowa,2014
24.9,Polk County,Iowa,2014
15.2,Pottawattamie County,Iowa,2014
18.5,Scott County,Iowa,2014
20.6,Story County,Iowa,2014
12.4,Woodbury County,Iowa,2014
17.8,Butler County,Kansas,2014
30.7,Douglas County,Kansas,2014
34.2,Johnson County,Kansas,2014
16.8,Leavenworth County,Kansas,2014
25.7,Riley County,Kansas,2014
20.8,Sedgwick County,Kansas,2014
17.4,Shawnee County,Kansas,2014
10.9,Wyandotte County,Kansas,2014
21.5,Boone County,Kentucky,2014
9.2,Bullitt County,Kentucky,2014
16.1,Campbell County,Kentucky,2014
11.0,Christian County,Kentucky,2014
13.5,Daviess County,Kentucky,2014
25.1,Fayette County,Kentucky,2014
13.5,Hardin County,Kentucky,2014
18.5,Jefferson County,Kentucky,2014
19.7,Kenton County,Kentucky,2014
13.9,McCracken County,Kentucky,2014
20.2,Madison County,Kentucky,2014
5.3,Pike County,Kentucky,2014
15.9,Warren County,Kentucky,2014
22.5,Ascension Parish,Louisiana,2014
17.8,Bossier Parish,Louisiana,2014
16.0,Caddo Parish,Louisiana,2014
13.1,Calcasieu Parish,Louisiana,2014
20.6,East Baton Rouge Parish,Louisiana,2014
8.2,Iberia Parish,Louisiana,2014
15.7,Jefferson Parish,Louisiana,2014
21.0,Lafayette Parish,Louisiana,2014
9.6,Lafourche Parish,Louisiana,2014
10.6,Livingston Parish,Louisiana,2014
20.6,Orleans Parish,Louisiana,2014
15.8,Ouachita Parish,Louisiana,2014
10.5,Rapides Parish,Louisiana,2014
5.8,St. Landry Parish,Louisiana,2014
19.6,St. Tammany Parish,Louisiana,2014
12.4,Tangipahoa Parish,Louisiana,2014
28.1,Cumberland County,Maine,2014
9.6,Terrebonne Parish,Louisiana,2014
15.2,Androscoggin County,Maine,2014
10.8,Aroostook County,Maine,2014
13.8,Kennebec County,Maine,2014
18.8,Dallas County,Texas,2014
31.9,Collin County,Texas,2014
21.9,Comal County,Texas,2014
8.2,Coryell County,Texas,2014
29.0,Denton County,Texas,2014
10.3,Ector County,Texas,2014
13.3,Ellis County,Texas,2014
14.4,El Paso County,Texas,2014
28.3,Fort Bend County,Texas,2014
17.5,Galveston County,Texas,2014
13.4,Grayson County,Texas,2014
13.8,Gregg County,Texas,2014
15.5,Guadalupe County,Texas,2014
18.6,Harris County,Texas,2014
12.2,Harrison County,Texas,2014
22.2,Hays County,Texas,2014
14.1,Henderson County,Texas,2014
12.1,Hidalgo County,Texas,2014
11.3,Hunt County,Texas,2014
12.0,Jefferson County,Texas,2014
10.2,Johnson County,Texas,2014
12.1,Kaufman County,Texas,2014
7.0,Liberty County,Texas,2014
15.6,Lubbock County,Texas,2014
13.9,McLennan County,Texas,2014
19.0,Midland County,Texas,2014
22.7,Montgomery County,Texas,2014
13.5,Nacogdoches County,Texas,2014
13.0,Nueces County,Texas,2014
7.6,Orange County,Texas,2014
17.1,Parker County,Texas,2014
7.9,Potter County,Texas,2014
19.5,Randall County,Texas,2014
23.9,Rockwall County,Texas,2014
8.0,San Patricio County,Texas,2014
16.3,Smith County,Texas,2014
19.8,Tarrant County,Texas,2014
17.1,Taylor County,Texas,2014
14.4,Tom Green County,Texas,2014
27.9,Travis County,Texas,2014
14.2,Victoria County,Texas,2014
9.8,Walker County,Texas,2014
11.8,Webb County,Texas,2014
16.3,Wichita County,Texas,2014
27.3,Williamson County,Texas,2014
20.9,Cache County,Utah,2014
24.4,Davis County,Utah,2014
21.2,Salt Lake County,Utah,2014
26.3,Utah County,Utah,2014
16.8,Washington County,Utah,2014
16.2,Weber County,Utah,2014
28.8,Chittenden County,Vermont,2014
23.0,Albemarle County,Virginia,2014
36.1,Arlington County,Virginia,2014
12.9,Augusta County,Virginia,2014
17.8,Bedford County,Virginia,2014
22.7,Chesterfield County,Virginia,2014
28.6,Fairfax County,Virginia,2014
20.8,Fauquier County,Virginia,2014
17.1,Frederick County,Virginia,2014
20.9,Hanover County,Virginia,2014
24.0,Henrico County,Virginia,2014
21.4,James City County,Virginia,2014
34.0,Loudoun County,Virginia,2014
23.7,Montgomery County,Virginia,2014
22.9,Prince William County,Virginia,2014
22.2,Roanoke County,Virginia,2014
10.5,Rockingham County,Virginia,2014
19.1,Spotsylvania County,Virginia,2014
24.1,Stafford County,Virginia,2014
17.1,York County,Virginia,2014
30.8,Alexandria city,Virginia,2014
16.3,Chesapeake city,Virginia,2014
17.4,Hampton city,Virginia,2014
20.3,Lynchburg city,Virginia,2014
12.0,Newport News city,Virginia,2014
12.3,Norfolk city,Virginia,2014
12.9,Portsmouth city,Virginia,2014
21.0,Richmond city,Virginia,2014
16.4,Roanoke city,Virginia,2014
15.5,Suffolk city,Virginia,2014
22.1,Virginia Beach city,Virginia,2014
19.2,Benton County,Washington,2014
16.0,Chelan County,Washington,2014
13.9,Clallam County,Washington,2014
18.7,Clark County,Washington,2014
8.9,Cowlitz County,Washington,2014
12.1,Franklin County,Washington,2014
11.9,Grant County,Washington,2014
8.9,Grays Harbor County,Washington,2014
19.2,Island County,Washington,2014
30.7,King County,Washington,2014
18.7,Kitsap County,Washington,2014
9.3,Lewis County,Washington,2014
16.8,Pierce County,Washington,2014
21.0,Skagit County,Washington,2014
20.5,Snohomish County,Washington,2014
17.7,Spokane County,Washington,2014
21.7,Thurston County,Washington,2014
22.4,Whatcom County,Washington,2014
8.1,Yakima County,Washington,2014
15.6,Berkeley County,West Virginia,2014
13.7,Cabell County,West Virginia,2014
11.7,Harrison County,West Virginia,2014
14.4,Kanawha County,West Virginia,2014
21.1,Monongalia County,West Virginia,2014
11.2,Raleigh County,West Virginia,2014
12.5,Wood County,West Virginia,2014
18.5,Brown County,Wisconsin,2014
31.0,Dane County,Wisconsin,2014
9.1,Dodge County,Wisconsin,2014
17.7,Eau Claire County,Wisconsin,2014
12.9,Fond du Lac County,Wisconsin,2014
17.5,Jefferson County,Wisconsin,2014
18.2,Kenosha County,Wisconsin,2014
19.4,La Crosse County,Wisconsin,2014
12.1,Manitowoc County,Wisconsin,2014
17.3,Marathon County,Wisconsin,2014
19.0,Milwaukee County,Wisconsin,2014
20.1,Outagamie County,Wisconsin,2014
29.9,Ozaukee County,Wisconsin,2014
19.6,Portage County,Wisconsin,2014
16.1,Racine County,Wisconsin,2014
11.9,Rock County,Wisconsin,2014
22.2,St. Croix County,Wisconsin,2014
15.7,Sheboygan County,Wisconsin,2014
17.3,Walworth County,Wisconsin,2014
10.2,Wood County,Wisconsin,2014
22.0,Washington County,Wisconsin,2014
27.7,Waukesha County,Wisconsin,2014
15.2,Winnebago County,Wisconsin,2014
22.9,Laramie County,Wyoming,2014
11.9,Natrona County,Wyoming,2014
14.0,Arecibo Municipio,Puerto Rico,2014
18.5,Caguas Municipio,Puerto Rico,2014
19.2,Carolina Municipio,Puerto Rico,2014
25.0,Guaynabo Municipio,Puerto Rico,2014
14.4,Ponce Municipio,Puerto Rico,2014
18.8,San Juan Municipio,Puerto Rico,2014
19.0,Toa Alta Municipio,Puerto Rico,2014
9.8,Toa Baja Municipio,Puerto Rico,2014
17.1,Trujillo Alto Municipio,Puerto Rico,2014
12.0,Mayagüez Municipio,Puerto Rico,2014
16.5,Bayamón Municipio,Puerto Rico,2014
18.5,United States,,2014
12.2,St. Lucie County,Florida,2015
19.2,Santa Rosa County,Florida,2015
20.9,Sarasota County,Florida,2015
24.6,Seminole County,Florida,2015
20.4,Sumter County,Florida,2015
15.5,Volusia County,Florida,2015
11.9,Barrow County,Georgia,2015
11.8,Bartow County,Georgia,2015
15,Bibb County,Georgia,2015
13.7,Bulloch County,Georgia,2015
12.6,Carroll County,Georgia,2015
14,Catoosa County,Georgia,2015
20.2,Chatham County,Georgia,2015
25.9,Cherokee County,Georgia,2015
23.3,Clarke County,Georgia,2015
12.5,Clayton County,Georgia,2015
29.5,Cobb County,Georgia,2015
23.5,Columbia County,Georgia,2015
19,Coweta County,Georgia,2015
24.5,DeKalb County,Georgia,2015
12.9,Dougherty County,Georgia,2015
19.9,Douglas County,Georgia,2015
32.8,Fayette County,Georgia,2015
11,Floyd County,Georgia,2015
31.8,Forsyth County,Georgia,2015
29.7,Fulton County,Georgia,2015
17.2,Glynn County,Georgia,2015
23.3,Gwinnett County,Georgia,2015
14.3,Hall County,Georgia,2015
18.8,Henry County,Georgia,2015
12.1,Houston County,Georgia,2015
12.4,Liberty County,Georgia,2015
14,Lowndes County,Georgia,2015
14.5,Muscogee County,Georgia,2015
13.8,Newton County,Georgia,2015
14.5,Paulding County,Georgia,2015
12.6,Richmond County,Georgia,2015
17.6,Rockdale County,Georgia,2015
10.1,Troup County,Georgia,2015
9.5,Walker County,Georgia,2015
13.7,Walton County,Georgia,2015
9.9,Whitfield County,Georgia,2015
19.3,Hawaii County,Hawaii,2015
21.9,Honolulu County,Hawaii,2015
18.5,Kauai County,Hawaii,2015
17.3,Maui County,Hawaii,2015
25.2,Ada County,Idaho,2015
17,Bannock County,Idaho,2015
20.7,Bonneville County,Idaho,2015
11.9,Canyon County,Idaho,2015
15.3,Kootenai County,Idaho,2015
11.8,Twin Falls County,Idaho,2015
12.6,Adams County,Illinois,2015
22,Champaign County,Illinois,2015
22.1,Cook County,Illinois,2015
19,DeKalb County,Illinois,2015
27.3,DuPage County,Illinois,2015
20.1,Kane County,Illinois,2015
13.1,Kankakee County,Illinois,2015
24.7,Kendall County,Illinois,2015
26,Lake County,Illinois,2015
10.8,LaSalle County,Illinois,2015
21.7,McHenry County,Illinois,2015
30.1,McLean County,Illinois,2015
16.2,Macon County,Illinois,2015
15.4,Madison County,Illinois,2015
18.1,Peoria County,Illinois,2015
14.5,Rock Island County,Illinois,2015
16.3,St. Clair County,Illinois,2015
22.3,Sangamon County,Illinois,2015
17.2,Tazewell County,Illinois,2015
8.8,Vermilion County,Illinois,2015
21.9,Will County,Illinois,2015
12.6,Williamson County,Illinois,2015
14.6,Winnebago County,Illinois,2015
18.5,Allen County,Indiana,2015
18.2,Bartholomew County,Indiana,2015
16.2,Clark County,Indiana,2015
14.4,Delaware County,Indiana,2015
11.6,Elkhart County,Indiana,2015
16.6,Floyd County,Indiana,2015
8.2,Grant County,Indiana,2015
35.9,Hamilton County,Indiana,2015
21.9,Hancock County,Indiana,2015
26.8,Hendricks County,Indiana,2015
11.6,Howard County,Indiana,2015
22.9,Johnson County,Indiana,2015
13.5,Kosciusko County,Indiana,2015
14.8,Lake County,Indiana,2015
10.9,LaPorte County,Indiana,2015
12.4,Madison County,Indiana,2015
19.2,Marion County,Indiana,2015
24.6,Monroe County,Indiana,2015
9.9,Morgan County,Indiana,2015
16.5,Porter County,Indiana,2015
17.2,St. Joseph County,Indiana,2015
18.8,Tippecanoe County,Indiana,2015
15.9,Vanderburgh County,Indiana,2015
15,Vigo County,Indiana,2015
8.1,Wayne County,Indiana,2015
18.5,Black Hawk County,Iowa,2015
31.2,Dallas County,Iowa,2015
20.9,Dubuque County,Iowa,2015
26.2,Johnson County,Iowa,2015
20.4,Linn County,Iowa,2015
24.4,Polk County,Iowa,2015
15,Pottawattamie County,Iowa,2015
18.4,Scott County,Iowa,2015
27.8,Story County,Iowa,2015
16.2,Woodbury County,Iowa,2015
18.5,Butler County,Kansas,2015
24.7,Douglas County,Kansas,2015
35.1,Johnson County,Kansas,2015
17.6,Leavenworth County,Kansas,2015
25.1,Riley County,Kansas,2015
17.6,Sedgwick County,Kansas,2015
19.7,Shawnee County,Kansas,2015
10.9,Wyandotte County,Kansas,2015
21.4,Boone County,Kentucky,2015
9.5,Bullitt County,Kentucky,2015
20.5,Campbell County,Kentucky,2015
9,Christian County,Kentucky,2015
12.4,Daviess County,Kentucky,2015
22.6,Fayette County,Kentucky,2015
11.9,Hardin County,Kentucky,2015
20,Jefferson County,Kentucky,2015
17.2,Kenton County,Kentucky,2015
16.8,McCracken County,Kentucky,2015
17,Madison County,Kentucky,2015
5.5,Pike County,Kentucky,2015
19.3,Warren County,Kentucky,2015
19,Ascension Parish,Louisiana,2015
15.1,Bossier Parish,Louisiana,2015
21,Baldwin County,Alabama,2015
9.7,Calhoun County,Alabama,2015
7.7,Cullman County,Alabama,2015
5,DeKalb County,Alabama,2015
13.6,Elmore County,Alabama,2015
10.9,Etowah County,Alabama,2015
12.7,Houston County,Alabama,2015
19.4,Jefferson County,Alabama,2015
13.5,Lauderdale County,Alabama,2015
20.4,Lee County,Alabama,2015
15.4,Limestone County,Alabama,2015
26,Madison County,Alabama,2015
10.2,Marshall County,Alabama,2015
16.4,Mobile County,Alabama,2015
19.7,Montgomery County,Alabama,2015
15.5,Morgan County,Alabama,2015
7.9,St. Clair County,Alabama,2015
28.2,Shelby County,Alabama,2015
9.2,Talladega County,Alabama,2015
20,Tuscaloosa County,Alabama,2015
5.9,Walker County,Alabama,2015
22,Anchorage Municipality,Alaska,2015
22.7,Fairbanks North Star Borough,Alaska,2015
13,Matanuska-Susitna Borough,Alaska,2015
9,Apache County,Arizona,2015
12.5,Cochise County,Arizona,2015
17.2,Coconino County,Arizona,2015
19.7,Maricopa County,Arizona,2015
7.7,Mohave County,Arizona,2015
8.9,Navajo County,Arizona,2015
18,Pima County,Arizona,2015
11.2,Pinal County,Arizona,2015
16.2,Yavapai County,Arizona,2015
9.9,Yuma County,Arizona,2015
21.5,Benton County,Arkansas,2015
16,Craighead County,Arkansas,2015
19,Faulkner County,Arkansas,2015
11.7,Garland County,Arkansas,2015
9.5,Jefferson County,Arkansas,2015
15.2,Lonoke County,Arkansas,2015
21.4,Pulaski County,Arkansas,2015
15.3,Saline County,Arkansas,2015
13.9,Sebastian County,Arkansas,2015
20.4,Washington County,Arkansas,2015
10.5,White County,Arkansas,2015
26.1,Alameda County,California,2015
20,Butte County,California,2015
25.2,Contra Costa County,California,2015
20.9,El Dorado County,California,2015
12.8,Fresno County,California,2015
17.3,Humboldt County,California,2015
9.3,Imperial County,California,2015
10.8,Kern County,California,2015
11.1,Kings County,California,2015
9.3,Lake County,California,2015
20.2,Los Angeles County,California,2015
11.1,Madera County,California,2015
34.2,Marin County,California,2015
18,Mendocino County,California,2015
9.4,Merced County,California,2015
14.7,Monterey County,California,2015
21.9,Napa County,California,2015
22,Nevada County,California,2015
25.1,Orange County,California,2015
25.2,Placer County,California,2015
13.3,Riverside County,California,2015
20,Sacramento County,California,2015
12.5,San Bernardino County,California,2015
22.7,San Diego County,California,2015
33.2,San Francisco County,California,2015
12.7,San Joaquin County,California,2015
21.3,San Luis Obispo County,California,2015
27.5,San Mateo County,California,2015
20,Santa Barbara County,California,2015
26.3,Santa Clara County,California,2015
22.6,Santa Cruz County,California,2015
14.3,Shasta County,California,2015
18.5,Solano County,California,2015
20.7,Sonoma County,California,2015
10.9,Stanislaus County,California,2015
